activeKilocalories,activeTimeInSeconds,activityStressDurationInSeconds,activityType,averageHeartRateInBeatsPerMinute,averageStressLevel,bmrKilocalories,date,distanceInMeters,durationInSeconds,floorsClimbed,floorsClimbedGoal,highStressDurationInSeconds,intensityDurationGoalInSeconds,lowStressDurationInSeconds,maxHeartRateInBeatsPerMinute,maxStressLevel,mediumStressDurationInSeconds,minHeartRateInBeatsPerMinute,moderateIntensityDurationInSeconds,id,restStressDurationInSeconds,restingHeartRateInBeatsPerMinute,startTimeInSeconds,startTimeOffsetInSeconds,steps,stepsGoal,stressDurationInSeconds,stressQualifier,summaryId,vigorousIntensityDurationInSeconds
716.0,14376.0,16680.0,WALKING,76.0,38.0,1801.0,410.0,11274.0,74700.0,20.0,10.0,8400.0,9000.0,4260.0,136.0,97.0,8880.0,54.0,1860.0,1092_mrw_dailies_2,23100.0,57.0,1586448000.0,28800.0,14231.0,12110.0,21540.0,balanced,x3355ecf-5e8f4680-123cc-6,0.0
716.0,14376.0,16800.0,WALKING,76.0,39.0,1853.0,410.0,11274.0,76860.0,20.0,10.0,8400.0,9000.0,4320.0,136.0,97.0,9120.0,54.0,1860.0,1092_mrw_dailies_2,23100.0,57.0,1586448000.0,28800.0,14231.0,12110.0,21840.0,balanced,x3355ecf-5e8f4680-12c3c-6,0.0
719.0,14496.0,18240.0,WALKING,75.0,40.0,2084.0,411.0,11308.0,86400.0,20.0,10.0,8520.0,9000.0,7620.0,136.0,97.0,11460.0,54.0,1860.0,1092_mrw_dailies_2,23940.0,57.0,1586448000.0,28800.0,14274.0,12110.0,27600.0,balanced,x3355ecf-5e8f4680-15180-6,0.0
137.0,2901.0,18600.0,WALKING,75.0,39.0,800.0,411.0,1890.0,33180.0,0.0,10.0,8520.0,9000.0,7620.0,136.0,97.0,11460.0,54.0,660.0,1092_mrw_dailies_2,26160.0,57.0,1586534400.0,28800.0,2365.0,12110.0,27600.0,balanced,x3355ecf-5e909800-819c-6,0.0
173.0,3893.0,120.0,WALKING,84.0,72.0,1525.0,411.0,2787.0,63240.0,1.0,10.0,0.0,9000.0,0.0,84.0,72.0,60.0,84.0,660.0,1092_mrw_dailies_2,0.0,84.0,1586534400.0,28800.0,3498.0,11160.0,60.0,unknown,x3355ecf-5e909800-f708-6,0.0
415.0,9007.0,5460.0,WALKING,83.0,46.0,2084.0,411.0,7184.0,86400.0,3.0,10.0,1200.0,9000.0,6360.0,197.0,99.0,3540.0,55.0,1260.0,1092_mrw_dailies_2,1920.0,64.0,1586534400.0,28800.0,8228.0,11160.0,11100.0,unknown,x3355ecf-5e909800-15180-6,0.0
11.0,350.0,18180.0,WALKING,78.0,41.0,554.0,411.0,163.0,22980.0,0.0,10.0,2400.0,9000.0,12480.0,197.0,99.0,8940.0,55.0,0.0,1092_mrw_dailies_2,9960.0,60.0,1586620800.0,28800.0,206.0,11160.0,23820.0,balanced_awake,x3355ecf-5e91e980-59c4-6,0.0
618.0,9419.0,13080.0,WALKING,83.0,53.0,1583.0,412.0,5513.0,65880.0,0.0,10.0,17100.0,9000.0,3420.0,125.0,96.0,8640.0,54.0,0.0,1092_mrw_dailies_2,14160.0,62.0,1586620800.0,28800.0,6835.0,11070.0,29160.0,stressful,x3355ecf-5e91e980-10158-6,0.0
618.0,9419.0,13080.0,WALKING,83.0,54.0,1585.0,412.0,5513.0,65940.0,0.0,10.0,17220.0,9000.0,3420.0,125.0,96.0,8640.0,54.0,0.0,1092_mrw_dailies_2,14160.0,62.0,1586620800.0,28800.0,6835.0,11070.0,29280.0,stressful,x3355ecf-5e91e980-10194-6,0.0
619.0,9467.0,13140.0,WALKING,83.0,54.0,1596.0,412.0,5529.0,66420.0,0.0,10.0,17220.0,9000.0,3420.0,125.0,96.0,8640.0,54.0,0.0,1092_mrw_dailies_2,14160.0,62.0,1586620800.0,28800.0,6855.0,11070.0,29280.0,stressful,x3355ecf-5e91e980-10374-6,0.0
631.0,10021.0,13140.0,WALKING,83.0,54.0,1837.0,412.0,5897.0,76440.0,1.0,10.0,17220.0,9000.0,3420.0,125.0,96.0,8640.0,54.0,0.0,1092_mrw_dailies_2,14160.0,62.0,1586620800.0,28800.0,7319.0,11070.0,29280.0,stressful,x3355ecf-5e91e980-12a98-6,0.0
631.0,10025.0,15480.0,WALKING,82.0,52.0,2094.0,412.0,5906.0,86400.0,1.0,10.0,18180.0,9000.0,10260.0,125.0,97.0,13920.0,54.0,0.0,1092_mrw_dailies_2,15600.0,62.0,1586620800.0,28800.0,7331.0,11070.0,42360.0,stressful,x3355ecf-5e91e980-15180-6,0.0
1.0,60.0,10500.0,WALKING,68.0,22.0,556.0,412.0,20.0,22980.0,0.0,10.0,0.0,9000.0,4920.0,102.0,75.0,1980.0,56.0,0.0,1092_mrw_dailies_2,28620.0,59.0,1586707200.0,28800.0,25.0,10630.0,6900.0,unknown,x3355ecf-5e933b00-59c4-6,0.0
535.0,4592.0,19560.0,WALKING,69.0,25.0,1135.0,413.0,3258.0,46860.0,10.0,10.0,60.0,9000.0,8160.0,102.0,76.0,4020.0,53.0,0.0,1092_mrw_dailies_2,34860.0,59.0,1586707200.0,28800.0,4115.0,10630.0,12240.0,balanced,x3355ecf-5e933b00-b70c-6,1800.0
797.0,12930.0,6600.0,WALKING,70.0,30.0,2094.0,414.0,9098.0,86400.0,13.0,10.0,540.0,9000.0,5940.0,116.0,84.0,3960.0,56.0,0.0,1092_mrw_dailies_2,19860.0,61.0,1586707200.0,28800.0,10704.0,10190.0,10440.0,unknown,x3355ecf-5e933b00-15180-6,1800.0
932.0,10409.0,6720.0,WALKING,70.0,30.0,1566.0,414.0,6416.0,64620.0,11.0,10.0,540.0,9000.0,5940.0,116.0,84.0,3960.0,56.0,840.0,1092_mrw_dailies_2,19860.0,61.0,1586793600.0,28800.0,8080.0,10190.0,10440.0,unknown,x3355ecf-5e948c80-fc6c-6,0.0
933.0,10414.0,20520.0,WALKING,73.0,35.0,1569.0,414.0,6435.0,64740.0,11.0,10.0,1140.0,9000.0,16320.0,135.0,89.0,8520.0,56.0,840.0,1092_mrw_dailies_2,21420.0,61.0,1586793600.0,28800.0,8104.0,10190.0,25980.0,balanced,x3355ecf-5e948c80-fce4-6,0.0
933.0,10426.0,1200.0,WALKING,69.0,32.0,1571.0,414.0,6461.0,64860.0,11.0,10.0,0.0,9000.0,9120.0,93.0,57.0,240.0,63.0,840.0,1092_mrw_dailies_2,960.0,67.0,1586793600.0,28800.0,8137.0,10240.0,9360.0,unknown,x3355ecf-5e948c80-fd5c-6,0.0
934.0,10472.0,20580.0,WALKING,77.0,43.0,1573.0,414.0,6475.0,64920.0,11.0,10.0,600.0,9000.0,20640.0,115.0,94.0,9000.0,61.0,840.0,1092_mrw_dailies_2,1740.0,65.0,1586793600.0,28800.0,8154.0,10240.0,30240.0,unknown,x3355ecf-5e948c80-fd98-6,0.0
1004.0,11468.0,20580.0,WALKING,77.0,43.0,2091.0,415.0,7055.0,86400.0,11.0,10.0,600.0,9000.0,20640.0,115.0,94.0,9000.0,61.0,840.0,1092_mrw_dailies_2,1740.0,65.0,1586793600.0,28800.0,8828.0,10240.0,30240.0,unknown,x3355ecf-5e948c80-15180-6,0.0
203.0,5829.0,25380.0,WALKING,77.0,42.0,1337.0,415.0,4077.0,55260.0,8.0,10.0,960.0,9000.0,22980.0,115.0,94.0,11580.0,60.0,0.0,1092_mrw_dailies_2,5340.0,63.0,1586880000.0,28800.0,5075.0,10240.0,35520.0,very_stressful,x3355ecf-5e95de00-d7dc-6,0.0
322.0,9751.0,120.0,WALKING,76.0,45.0,2091.0,416.0,6807.0,86400.0,10.0,10.0,0.0,9000.0,60.0,76.0,45.0,0.0,76.0,0.0,1092_mrw_dailies_2,0.0,76.0,1586880000.0,28800.0,8426.0,11070.0,60.0,unknown,x3355ecf-5e95de00-15180-6,0.0
236.0,4977.0,7560.0,WALKING,74.0,25.0,1052.0,416.0,4027.0,43500.0,6.0,10.0,720.0,9000.0,2460.0,122.0,97.0,1320.0,57.0,0.0,1092_mrw_dailies_2,14100.0,61.0,1586966400.0,28800.0,5070.0,11070.0,4500.0,unknown,x3355ecf-5e972f80-a9ec-6,0.0
237.0,5002.0,7560.0,WALKING,74.0,25.0,1055.0,416.0,4057.0,43620.0,6.0,10.0,720.0,9000.0,2460.0,122.0,97.0,1320.0,57.0,0.0,1092_mrw_dailies_2,14100.0,61.0,1586966400.0,28800.0,5107.0,11070.0,4500.0,unknown,x3355ecf-5e972f80-aa64-6,0.0
525.0,11749.0,10380.0,WALKING,72.0,21.0,2091.0,416.0,8472.0,86400.0,10.0,10.0,780.0,9000.0,3420.0,122.0,97.0,1560.0,57.0,0.0,1092_mrw_dailies_2,32580.0,60.0,1586966400.0,28800.0,10618.0,11070.0,5760.0,calm_awake,x3355ecf-5e972f80-15180-6,0.0
27.0,791.0,240.0,WALKING,61.0,12.0,571.0,416.0,292.0,23760.0,0.0,10.0,0.0,9000.0,0.0,78.0,24.0,0.0,56.0,0.0,1092_mrw_dailies_2,13020.0,61.0,1587052800.0,28800.0,369.0,10480.0,0.0,unknown,x3355ecf-5e988100-5cd0-6,0.0
617.0,14433.0,360.0,WALKING,61.0,12.0,1679.0,417.0,9837.0,69840.0,16.0,10.0,0.0,9000.0,60.0,78.0,33.0,0.0,55.0,0.0,1092_mrw_dailies_2,28440.0,60.0,1587052800.0,28800.0,12296.0,10480.0,60.0,unknown,x3355ecf-5e988100-110d0-6,0.0
617.0,14433.0,20460.0,WALKING,72.0,23.0,1681.0,417.0,9837.0,69900.0,16.0,10.0,600.0,9000.0,9540.0,130.0,92.0,4500.0,55.0,0.0,1092_mrw_dailies_2,32520.0,60.0,1587052800.0,28800.0,12296.0,10480.0,14640.0,balanced,x3355ecf-5e988100-1110c-6,0.0
719.0,17279.0,20460.0,WALKING,72.0,23.0,2078.0,418.0,11473.0,86400.0,16.0,10.0,600.0,9000.0,9540.0,130.0,92.0,4500.0,55.0,0.0,1092_mrw_dailies_2,32580.0,60.0,1587052800.0,28800.0,14362.0,10480.0,14640.0,balanced,x3355ecf-5e988100-15180-6,0.0
2.0,60.0,0.0,WALKING,59.0,9.0,756.0,418.0,13.0,31440.0,0.0,10.0,0.0,9000.0,0.0,63.0,22.0,0.0,56.0,0.0,1092_mrw_dailies_2,8760.0,58.0,1587139200.0,28800.0,17.0,10900.0,0.0,unknown,x3355ecf-5e99d280-7ad0-6,0.0
222.0,3937.0,21780.0,WALKING,71.0,22.0,1467.0,418.0,3251.0,61020.0,1.0,10.0,600.0,9000.0,9960.0,130.0,92.0,4620.0,55.0,0.0,1092_mrw_dailies_2,39300.0,57.0,1587139200.0,28800.0,4106.0,10480.0,15180.0,balanced,x3355ecf-5e99d280-ee5c-6,0.0
222.0,3937.0,60.0,WALKING,58.0,9.0,1469.0,418.0,3251.0,61080.0,1.0,10.0,0.0,9000.0,0.0,65.0,22.0,0.0,54.0,0.0,1092_mrw_dailies_2,22140.0,57.0,1587139200.0,28800.0,4106.0,10900.0,0.0,unknown,x3355ecf-5e99d280-ee98-6,0.0
286.0,5506.0,15660.0,WALKING,69.0,20.0,2078.0,418.0,4115.0,86400.0,1.0,10.0,480.0,9000.0,10740.0,119.0,87.0,3180.0,49.0,0.0,1092_mrw_dailies_2,38820.0,57.0,1587139200.0,28800.0,5122.0,10900.0,14400.0,balanced,x3355ecf-5e99d280-15180-6,0.0
0.0,0.0,17820.0,WALKING,69.0,20.0,318.0,418.0,0.0,13260.0,0.0,10.0,480.0,9000.0,12000.0,119.0,87.0,3240.0,49.0,0.0,1092_mrw_dailies_2,41520.0,57.0,1587225600.0,28800.0,0.0,10900.0,15720.0,balanced,x3355ecf-5e9b2400-33cc-6,0.0
0.0,75.0,0.0,WALKING,62.0,21.0,695.0,419.0,18.0,28920.0,0.0,10.0,0.0,9000.0,60.0,67.0,28.0,0.0,60.0,0.0,1092_mrw_dailies_2,11820.0,63.0,1587225600.0,28800.0,23.0,10910.0,60.0,unknown,x3355ecf-5e9b2400-70f8-6,0.0
694.0,14574.0,120.0,WALKING,61.0,18.0,1858.0,419.0,11529.0,77280.0,42.0,10.0,0.0,9000.0,180.0,71.0,33.0,0.0,56.0,2580.0,1092_mrw_dailies_2,21180.0,59.0,1587225600.0,28800.0,14396.0,10910.0,180.0,unknown,x3355ecf-5e9b2400-12de0-6,120.0
694.0,14574.0,12540.0,WALKING,69.0,26.0,1860.0,419.0,11529.0,77340.0,42.0,10.0,300.0,9000.0,7080.0,110.0,85.0,3660.0,56.0,2580.0,1092_mrw_dailies_2,26400.0,57.0,1587225600.0,28800.0,14396.0,10910.0,11040.0,unknown,x3355ecf-5e9b2400-12e1c-6,120.0
0.0,60.0,1320.0,WALKING,58.0,8.0,212.0,419.0,10.0,8820.0,0.0,10.0,0.0,9000.0,60.0,91.0,74.0,120.0,53.0,0.0,1092_mrw_dailies_2,22440.0,56.0,1587312000.0,28800.0,13.0,10820.0,180.0,unknown,x3355ecf-5e9c7580-2274-6,0.0
704.0,15476.0,18060.0,WALKING,69.0,25.0,2078.0,419.0,11726.0,86400.0,42.0,10.0,300.0,9000.0,10200.0,110.0,85.0,3960.0,56.0,2580.0,1092_mrw_dailies_2,38880.0,57.0,1587225600.0,28800.0,14645.0,10910.0,14460.0,balanced,x3355ecf-5e9b2400-15180-6,120.0
0.0,120.0,13140.0,WALKING,69.0,24.0,535.0,419.0,17.0,22260.0,0.0,10.0,1920.0,9000.0,3360.0,119.0,97.0,5400.0,53.0,0.0,1092_mrw_dailies_2,26280.0,56.0,1587312000.0,28800.0,22.0,10820.0,10680.0,unknown,x3355ecf-5e9c7580-56f4-6,0.0
504.0,11325.0,16680.0,WALKING,70.0,27.0,1867.0,420.0,8102.0,77640.0,18.0,10.0,2400.0,9000.0,3960.0,119.0,97.0,7260.0,53.0,0.0,1092_mrw_dailies_2,26940.0,56.0,1587312000.0,28800.0,10225.0,10820.0,13620.0,balanced,x3355ecf-5e9c7580-12f48-6,0.0
531.0,12739.0,120.0,WALKING,79.0,46.0,2078.0,420.0,8691.0,86400.0,18.0,10.0,0.0,9000.0,60.0,82.0,46.0,0.0,76.0,0.0,1092_mrw_dailies_2,0.0,76.0,1587312000.0,28800.0,10926.0,10310.0,60.0,unknown,x3355ecf-5e9c7580-15180-6,0.0
0.0,0.0,19920.0,WALKING,70.0,27.0,301.0,420.0,0.0,12540.0,0.0,10.0,2400.0,9000.0,6720.0,119.0,97.0,8340.0,53.0,0.0,1092_mrw_dailies_2,34680.0,56.0,1587398400.0,28800.0,0.0,10820.0,17460.0,balanced,x3355ecf-5e9dc700-30fc-6,0.0
0.0,120.0,17460.0,WALKING,79.0,40.0,538.0,420.0,14.0,22380.0,0.0,10.0,3240.0,9000.0,7020.0,178.0,98.0,6480.0,51.0,0.0,1092_mrw_dailies_2,11640.0,56.0,1587398400.0,28800.0,18.0,10310.0,16740.0,balanced_awake,x3355ecf-5e9dc700-576c-6,0.0
286.0,8713.0,19320.0,WALKING,74.0,32.0,1393.0,421.0,5631.0,57960.0,14.0,10.0,1560.0,9000.0,6480.0,114.0,91.0,6900.0,48.0,0.0,1092_mrw_dailies_2,18240.0,54.0,1587398400.0,28800.0,7113.0,10190.0,14940.0,balanced_awake,x3355ecf-5e9dc700-e268-6,0.0
13.0,720.0,14100.0,WALKING,71.0,30.0,578.0,421.0,235.0,24060.0,0.0,10.0,8940.0,9000.0,5640.0,131.0,97.0,3480.0,51.0,0.0,1092_mrw_dailies_2,37680.0,54.0,1587484800.0,28800.0,297.0,10070.0,18060.0,balanced,x3355ecf-5e9f1880-5dfc-6,0.0
374.0,12678.0,15900.0,WALKING,72.0,32.0,2078.0,421.0,7871.0,86400.0,16.0,10.0,4800.0,9000.0,7200.0,161.0,99.0,7020.0,46.0,0.0,1092_mrw_dailies_2,34800.0,57.0,1587398400.0,28800.0,9932.0,10580.0,19020.0,balanced,x3355ecf-5e9dc700-15180-6,0.0
280.0,6789.0,11100.0,WALKING,92.0,53.0,1310.0,422.0,4388.0,54540.0,13.0,10.0,2220.0,9000.0,3660.0,209.0,99.0,4560.0,56.0,0.0,1092_mrw_dailies_2,2100.0,60.0,1587484800.0,28800.0,5428.0,10180.0,10440.0,unknown,x3355ecf-5e9f1880-d50c-6,0.0
379.0,9491.0,11100.0,WALKING,92.0,52.0,1516.0,422.0,6190.0,63120.0,15.0,10.0,2220.0,9000.0,3900.0,209.0,99.0,4560.0,56.0,0.0,1092_mrw_dailies_2,2100.0,60.0,1587484800.0,28800.0,7704.0,10180.0,10680.0,unknown,x3355ecf-5e9f1880-f690-6,0.0
4.0,155.0,16080.0,WALKING,89.0,53.0,578.0,422.0,100.0,24060.0,0.0,10.0,2460.0,9000.0,5820.0,209.0,99.0,7080.0,56.0,0.0,1092_mrw_dailies_2,2160.0,60.0,1587571200.0,28800.0,126.0,10180.0,15360.0,stressful_awake,x3355ecf-5ea06a00-5dfc-6,0.0
392.0,10601.0,18840.0,WALKING,82.0,38.0,2078.0,422.0,6635.0,86400.0,15.0,10.0,2940.0,9000.0,6780.0,209.0,99.0,7560.0,50.0,0.0,1092_mrw_dailies_2,12540.0,52.0,1587484800.0,28800.0,8267.0,10180.0,17280.0,balanced_awake,x3355ecf-5e9f1880-15180-6,0.0
678.0,10822.0,480.0,WALKING,56.0,11.0,2078.0,427.0,7685.0,86400.0,17.0,10.0,0.0,9000.0,120.0,86.0,64.0,300.0,50.0,120.0,1092_mrw_dailies_2,21720.0,55.0,1587571200.0,28800.0,9675.0,10420.0,420.0,unknown,x3355ecf-5ea06a00-15180-6,600.0
679.0,16259.0,2460.0,WALKING,58.0,11.0,2078.0,427.0,11122.0,86400.0,19.0,10.0,60.0,9000.0,900.0,94.0,79.0,720.0,50.0,1560.0,1092_mrw_dailies_2,20820.0,54.0,1587657600.0,28800.0,14033.0,10350.0,1680.0,unknown,x3355ecf-5ea1bb80-15180-6,0.0
947.0,9854.0,20760.0,WALKING,75.0,33.0,2078.0,427.0,8871.0,86400.0,4.0,10.0,4320.0,9000.0,9060.0,210.0,99.0,12240.0,50.0,3480.0,1092_mrw_dailies_2,29880.0,54.0,1587830400.0,28800.0,11165.0,10420.0,25620.0,balanced,x3355ecf-5ea45e80-15180-6,120.0
653.0,7363.0,22440.0,WALKING,74.0,39.0,2078.0,427.0,4327.0,86400.0,1.0,10.0,5700.0,9000.0,8760.0,133.0,92.0,14820.0,50.0,480.0,1092_mrw_dailies_2,21000.0,54.0,1587744000.0,28800.0,5390.0,10350.0,29280.0,stressful,x3355ecf-5ea30d00-15180-6,960.0
1184.0,7369.0,1380.0,WALKING,61.0,20.0,1313.0,427.0,4204.0,54600.0,11.0,10.0,0.0,9000.0,660.0,95.0,69.0,240.0,56.0,1080.0,1092_mrw_dailies_2,25860.0,58.0,1587916800.0,28800.0,5269.0,10490.0,900.0,unknown,x3355ecf-5ea5b000-d548-6,3720.0
1184.0,7369.0,23340.0,WALKING,74.0,37.0,1320.0,427.0,4204.0,54900.0,11.0,10.0,5700.0,9000.0,9120.0,133.0,92.0,14940.0,50.0,1080.0,1092_mrw_dailies_2,25620.0,54.0,1587916800.0,28800.0,5269.0,10350.0,29760.0,balanced,x3355ecf-5ea5b000-d674-6,3720.0
1358.0,10836.0,13320.0,WALKING,70.0,35.0,1623.0,427.0,7199.0,67500.0,12.0,10.0,1320.0,9000.0,13140.0,116.0,87.0,13020.0,52.0,1080.0,1092_mrw_dailies_2,28860.0,58.0,1587916800.0,28800.0,9021.0,10490.0,27480.0,balanced,x3355ecf-5ea5b000-107ac-6,3720.0
1483.0,13111.0,1380.0,WALKING,62.0,23.0,2078.0,427.0,9088.0,86400.0,13.0,10.0,240.0,9000.0,300.0,101.0,81.0,2220.0,55.0,1080.0,1092_mrw_dailies_2,24540.0,58.0,1587916800.0,28800.0,11339.0,9980.0,2760.0,unknown,x3355ecf-5ea5b000-15180-6,3720.0
4.0,289.0,4080.0,WALKING,110.0,64.0,555.0,427.0,139.0,23100.0,0.0,10.0,1800.0,9000.0,1620.0,189.0,99.0,4740.0,67.0,0.0,1092_mrw_dailies_2,0.0,73.0,1588003200.0,28800.0,175.0,9450.0,8160.0,unknown,x3355ecf-5ea70180-5a3c-6,0.0
39.0,2563.0,16560.0,WALKING,70.0,32.0,640.0,428.0,1186.0,26640.0,0.0,10.0,720.0,9000.0,12360.0,128.0,83.0,7440.0,55.0,0.0,1092_mrw_dailies_2,26340.0,58.0,1588089600.0,28800.0,1437.0,9980.0,20520.0,balanced,x3355ecf-5ea85300-6810-6,0.0
1188.0,13275.0,5520.0,WALKING,110.0,70.0,2078.0,428.0,7761.0,86400.0,18.0,10.0,4560.0,9000.0,1620.0,189.0,99.0,4800.0,67.0,300.0,1092_mrw_dailies_2,0.0,73.0,1588003200.0,28800.0,9710.0,9450.0,10980.0,unknown,x3355ecf-5ea70180-15180-6,2760.0
573.0,14018.0,9480.0,WALKING,73.0,44.0,1884.0,429.0,9403.0,78240.0,15.0,10.0,660.0,9000.0,22740.0,116.0,93.0,12900.0,61.0,720.0,1092_mrw_dailies_2,2820.0,66.0,1588089600.0,28800.0,11522.0,8340.0,36300.0,unknown,x3355ecf-5ea85300-131a0-6,60.0
12.0,648.0,9480.0,WALKING,73.0,44.0,822.0,430.0,184.0,34140.0,0.0,10.0,660.0,9000.0,22980.0,116.0,93.0,12900.0,61.0,0.0,1092_mrw_dailies_2,2820.0,66.0,1588176000.0,28800.0,232.0,8340.0,36540.0,unknown,x3355ecf-5ea9a480-855c-6,0.0
586.0,14428.0,11580.0,WALKING,107.0,81.0,2081.0,430.0,9524.0,86400.0,15.0,10.0,22020.0,9000.0,1620.0,189.0,99.0,5520.0,67.0,720.0,1092_mrw_dailies_2,0.0,62.0,1588089600.0,28800.0,11675.0,9450.0,29160.0,very_stressful_awake,x3355ecf-5ea85300-15180-6,60.0
299.0,6498.0,12240.0,WALKING,73.0,44.0,2081.0,501.0,4292.0,86400.0,1.0,10.0,660.0,9000.0,25560.0,116.0,93.0,13680.0,60.0,0.0,1092_mrw_dailies_2,3540.0,66.0,1588176000.0,28800.0,5323.0,8340.0,39900.0,very_stressful,x3355ecf-5ea9a480-15180-6,0.0
17.0,660.0,25200.0,WALKING,87.0,49.0,832.0,501.0,523.0,34560.0,0.0,10.0,1200.0,9000.0,10440.0,176.0,88.0,9780.0,60.0,0.0,1092_mrw_dailies_2,1980.0,65.0,1588262400.0,28800.0,660.0,7740.0,21420.0,very_stressful_awake,x3355ecf-5eaaf600-8700-6,0.0
1204.0,2161.0,25200.0,WALKING,87.0,49.0,1268.0,502.0,1043.0,52680.0,0.0,10.0,1200.0,9000.0,10440.0,176.0,88.0,9780.0,60.0,540.0,1092_mrw_dailies_2,1980.0,65.0,1588348800.0,28800.0,1317.0,7740.0,21420.0,very_stressful_awake,x3355ecf-5eac4780-cdc8-6,6000.0
277.0,7775.0,25200.0,WALKING,87.0,49.0,2081.0,502.0,5845.0,86400.0,3.0,10.0,1200.0,9000.0,10440.0,176.0,88.0,9780.0,60.0,0.0,1092_mrw_dailies_2,1980.0,64.0,1588262400.0,28800.0,7333.0,7740.0,21420.0,very_stressful_awake,x3355ecf-5eaaf600-15180-6,0.0
1482.0,3121.0,19380.0,WALKING,81.0,35.0,1390.0,502.0,1461.0,57720.0,0.0,10.0,2460.0,9000.0,9120.0,169.0,99.0,6000.0,58.0,540.0,1092_mrw_dailies_2,14640.0,60.0,1588348800.0,28800.0,1833.0,9530.0,17580.0,balanced_awake,x3355ecf-5eac4780-e178-6,6780.0
210.0,4509.0,13440.0,WALKING,79.0,34.0,1765.0,503.0,2999.0,73320.0,1.0,10.0,5460.0,9000.0,5100.0,139.0,99.0,6060.0,59.0,0.0,1092_mrw_dailies_2,27240.0,63.0,1588435200.0,28800.0,3779.0,9400.0,16620.0,balanced,x3355ecf-5ead9900-11e68-6,0.0
210.0,4509.0,17820.0,WALKING,74.0,30.0,1771.0,503.0,2999.0,73560.0,1.0,10.0,3060.0,9000.0,15180.0,162.0,99.0,8880.0,56.0,0.0,1092_mrw_dailies_2,32640.0,58.0,1588435200.0,28800.0,3779.0,9500.0,27120.0,balanced,x3355ecf-5ead9900-11f58-6,0.0
3268.0,7206.0,14040.0,WALKING,79.0,34.0,2081.0,503.0,77298.0,86400.0,0.0,10.0,5460.0,9000.0,5100.0,139.0,99.0,6060.0,59.0,600.0,1092_mrw_dailies_2,27360.0,63.0,1588348800.0,28800.0,3860.0,9400.0,16620.0,balanced,x3355ecf-5eac4780-15180-6,10140.0
268.0,6423.0,2040.0,WALKING,66.0,14.0,2081.0,504.0,4208.0,86400.0,1.0,10.0,0.0,9000.0,240.0,95.0,69.0,120.0,59.0,0.0,1092_mrw_dailies_2,19920.0,61.0,1588435200.0,28800.0,5306.0,10340.0,360.0,unknown,x3355ecf-5ead9900-15180-6,0.0
1561.0,21157.0,22500.0,WALKING,82.0,32.0,1935.0,504.0,23835.0,80340.0,26.0,10.0,6960.0,9000.0,6240.0,183.0,99.0,6180.0,52.0,240.0,1092_mrw_dailies_2,36240.0,62.0,1588521600.0,28800.0,25600.0,9400.0,19380.0,balanced,x3355ecf-5eaeea80-139d4-6,3600.0
1561.0,21157.0,14520.0,WALKING,77.0,30.0,1943.0,504.0,23835.0,80580.0,26.0,10.0,3180.0,9000.0,4980.0,123.0,92.0,6780.0,59.0,240.0,1092_mrw_dailies_2,26820.0,61.0,1588521600.0,28800.0,25600.0,10340.0,14940.0,balanced,x3355ecf-5eaeea80-13ac4-6,3600.0
1561.0,21157.0,18900.0,WALKING,79.0,33.0,2084.0,507.0,23835.0,86400.0,26.0,10.0,5460.0,9000.0,5760.0,123.0,95.0,8700.0,59.0,240.0,1092_mrw_dailies_2,29280.0,61.0,1588521600.0,28800.0,25600.0,10340.0,19920.0,balanced,x3355ecf-5eaeea80-15180-6,3600.0
710.0,11342.0,24240.0,WALKING,83.0,32.0,2084.0,507.0,7474.0,86400.0,9.0,10.0,5460.0,9000.0,5880.0,180.0,95.0,8700.0,59.0,360.0,1092_mrw_dailies_2,32220.0,61.0,1588608000.0,28800.0,9150.0,10340.0,20040.0,balanced,x3355ecf-5eb03c00-15180-6,1140.0
616.0,7309.0,16920.0,WALKING,68.0,14.0,1463.0,507.0,4105.0,60660.0,6.0,10.0,480.0,9000.0,4620.0,104.0,89.0,1500.0,54.0,0.0,1092_mrw_dailies_2,55380.0,58.0,1588780800.0,28800.0,5185.0,11570.0,6600.0,calm,x3355ecf-5eb2df00-ecf4-6,0.0
628.0,11061.0,8820.0,WALKING,74.0,21.0,2084.0,507.0,7099.0,86400.0,12.0,10.0,420.0,9000.0,3060.0,104.0,87.0,1320.0,53.0,0.0,1092_mrw_dailies_2,19980.0,64.0,1588694400.0,28800.0,8966.0,12260.0,4800.0,calm_awake,x3355ecf-5eb18d80-15180-6,660.0
627.0,7554.0,16920.0,WALKING,68.0,14.0,1481.0,507.0,4454.0,61440.0,6.0,10.0,480.0,9000.0,4620.0,104.0,89.0,1500.0,54.0,0.0,1092_mrw_dailies_2,55380.0,58.0,1588780800.0,28800.0,5626.0,11570.0,6600.0,calm,x3355ecf-5eb2df00-f000-6,0.0
50.0,1187.0,16920.0,WALKING,68.0,14.0,567.0,507.0,862.0,23520.0,4.0,10.0,480.0,9000.0,4620.0,104.0,89.0,1500.0,54.0,0.0,1092_mrw_dailies_2,55380.0,58.0,1588867200.0,28800.0,1089.0,11570.0,6600.0,calm,x3355ecf-5eb43080-5be0-6,0.0
